db92c6f51cab80280e436cf783068cedd8ff770b,DELETE,executable,jreproduct/org.testeditor.feature/win32-x86/jre/COPYRIGHT,3409,
5f5681cff238316510bdb3a50b364b9aa42c215b,DELETE,executable,jreproduct/org.testeditor.feature/win32-x86/jre/LICENSE,41,
62b1abfd1375b976b21b1d295de1f84e5345d2eb,DELETE,executable,jreproduct/org.testeditor.feature/win32-x86/jre/README.txt,47,
813c59fe7dcb9ec19b913d542e0284c406c56843,DELETE,executable,jreproduct/org.testeditor.feature/win32-x86/jre/THIRDPARTYLICENSEREADME-JAVAFX.txt,125105,
ee675f710567988f52b32aace0fa80d895b15b18,DELETE,executable,jreproduct/org.testeditor.feature/win32-x86/jre/THIRDPARTYLICENSEREADME.txt,176976,
f38d828c2ef5f40e6e789d0658bb3ec63752d9d3,DELETE,executable,jreproduct/org.testeditor.feature/win32-x86/jre/Welcome.html,983,
98f1dbe71b78b59e1649d22ad9ef0d009ac7fc0b,DELETE,executable,jreproduct/org.testeditor.feature/win32-x86/jre/bin/JAWTAccessBridge-32.dll,15272,
3bea7765680971796129ca9836493efa50ec3af0,DELETE,executable,jreproduct/org.testeditor.feature/win32-x86/jre/bin/JAWTAccessBridge.dll,15272,
771f00fc828057d49258f98a20ae9c0a1436eab3,DELETE,executable,jreproduct/org.testeditor.feature/win32-x86/jre/bin/JavaAccessBridge-32.dll,124840,
f53c7c2e424cc435f6958e84a420a526e412713b,DELETE,executable,jreproduct/org.testeditor.feature/win32-x86/jre/bin/JavaAccessBridge.dll,124328,
e36194b30336d26e4b3bdd7c1cd80293711eabf6,DELETE,executable,jreproduct/org.testeditor.feature/win32-x86/jre/bin/JdbcOdbc.dll,45992,
d0efc6b54eb9140b2b48990cc1023edb47027ca5,DELETE,executable,jreproduct/org.testeditor.feature/win32-x86/jre/bin/WindowsAccessBridge-32.dll,96168,
035e9db35f5bbf38a436087dc18918eb7d9e7fbe,DELETE,executable,jreproduct/org.testeditor.feature/win32-x86/jre/bin/WindowsAccessBridge.dll,94632,
a6bec3ec611dd5938dbdfb34d0f7d83a38880f03,DELETE,executable,jreproduct/org.testeditor.feature/win32-x86/jre/bin/awt.dll,1173416,
